web-scraper-order,web-scraper-start-url,Title,Date,Rating,Verified,Review
1587555567-159,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Light as a feather,"Reviewed in the United States on February 5, 2020",5.0 out of 5 stars,Verified Purchase,"The first time I ordered these they came in a size 5. I'm not sure what happened, but I know I ordered a size 8.5. I called amazon and they corrected it, thankfully. The shoes are like walking on clouds. They are super light as well. LOVE them. Will definitely buy these again. Hopefully they last awhile."
1587555567-1194,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cute on,"Reviewed in the United States on March 22, 2020",5.0 out of 5 stars,Verified Purchase,Very comfortable
1587555567-1684,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good quality,"Reviewed in the United States on September 4, 2018",5.0 out of 5 stars,Verified Purchase,Nice pants. I ordered a size up and they were perfect!
1587555567-2866,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Comfortable, great for the price","Reviewed in the United States on February 9, 2020",5.0 out of 5 stars,Verified Purchase,Comfortable shoe
1587555567-1616,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect shoes!,"Reviewed in the United States on May 16, 2019",5.0 out of 5 stars,Verified Purchase,Perfect pair of shoes! These are so light and comfy! My favorite for sure!
1587555567-730,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great price and fast shipping!,"Reviewed in the United States on July 14, 2019",5.0 out of 5 stars,Verified Purchase,"I really like these shoes, there so comfortable and cute.  It was almost 20.00 cheaper than Kohl’s and shipping only took a day."
1587555567-3141,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Awesome shoe!,"Reviewed in the United States on August 26, 2019",5.0 out of 5 stars,Verified Purchase,Great for running and also for casual wear.  Very comfortable!
1587555567-2288,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,VERY COMFORTABLE,"Reviewed in the United States on March 21, 2019",5.0 out of 5 stars,Verified Purchase,These are the most comfortable shoes I’ve ever worn. Literally. Very lightweight. Great shoes. Got them in just a few short days. Would def buy again.
1587555567-334,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Miserable experience!,"Reviewed in the United States on January 8, 2020",1.0 out of 5 stars,Verified Purchase,"These shoes are impossible to put on.  They fit fine once I get them on, by what a miserable exprience struggling with them. i should have returned them, my bad.  Never again."
1587555567-3255,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Price was just right!!,"Reviewed in the United States on January 17, 2020",5.0 out of 5 stars,Verified Purchase,I love them!
1587555567-424,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfy and cute!,"Reviewed in the United States on August 21, 2019",5.0 out of 5 stars,Verified Purchase,A very comfortable insole! Shoe fits true to size. The shoes are very fashionable for a cute athletic look! The back has a longer heel covering so it’s easy to slide these sneakers on. I also found I didn’t have to break in these sneakers and go through a painful blister stage with my feet.
1587555567-1726,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Buy these shoes!!!,"Reviewed in the United States on September 5, 2018",5.0 out of 5 stars,Verified Purchase,"I love these shoes!!! They came in original Adidas packaging, I am a size 7 and they fit just right! The color is just like the picture and they are really comfortable! I'm happy with purchase!"
1587555567-2136,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rad shoes,"Reviewed in the United States on December 9, 2018",5.0 out of 5 stars,Verified Purchase,Wear daily for work and love them!
1587555567-3437,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,The sneakers were for my granddaughter for track and field and she is very happy.,"Reviewed in the United States on October 11, 2018",5.0 out of 5 stars,Verified Purchase,Arrived as expected. Thank you...
1587555567-1322,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SO COMFY!!,"Reviewed in the United States on March 2, 2020",5.0 out of 5 stars,Verified Purchase,I have high arches and most shoes cause me pain if I wear them all day. These shoes are the most comfortable shoes I own. I like that they don’t have a tongue too.
1587555567-2295,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable,"Reviewed in the United States on March 11, 2020",5.0 out of 5 stars,Verified Purchase,This is my second pair of these shoes. They are very flexible and very comfortable. I use then for walking.
1587555567-2248,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So comfy and cute,"Reviewed in the United States on August 7, 2019",5.0 out of 5 stars,Verified Purchase,Literally the most comfortable shoe I’ve ever put on my feet.
1587555567-2981,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Veryy niceee,"Reviewed in the United States on July 14, 2019",5.0 out of 5 stars,Verified Purchase,My girlfriend loved it and gave me tons of kisses;)
1587555567-1461,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great comfortable shoe for the price,"Reviewed in the United States on March 5, 2020",5.0 out of 5 stars,Verified Purchase,Usually we’re 8.5 but I would go a half size down. Super comfortable
1587555567-3422,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Five Stars,"Reviewed in the United States on July 31, 2018",5.0 out of 5 stars,Verified Purchase,These are literally the most comfortable shoes I’ve ever owned!!
1587555567-2988,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Extremely comfortable,"Reviewed in the United States on July 2, 2019",5.0 out of 5 stars,Verified Purchase,The most comfortable sneakers! Love them
1587555567-3445,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,comfortable shoes,"Reviewed in the United States on October 15, 2018",5.0 out of 5 stars,Verified Purchase,i like it
1587555567-2247,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,I am a marathon runner,"Reviewed in the United States on July 23, 2019",2.0 out of 5 stars,Verified Purchase,Love how light this shoe is but it gives horrible blisters because of one of the seams on the side. I am also a toe runner and it gives little to no support at the toes.
1587555567-1743,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,So comfortable!,"Reviewed in the United States on March 4, 2019",5.0 out of 5 stars,Verified Purchase,I love these shoes. They are so comfortable. I wear them to work out in. They are just a tad bigger than I thought they would be. I might order a 6.5 instead of 7 when I get them again.
1587555567-2490,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Most comfortable shoes!,"Reviewed in the United States on January 15, 2019",5.0 out of 5 stars,Verified Purchase,These might be my favorite running shoes ever! Super comfy & cute.
1587555567-1305,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great deal and very good quality shoes.,"Reviewed in the United States on January 2, 2020",5.0 out of 5 stars,Verified Purchase,Wonderful shoes. Perfect fit.
1587555567-2952,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super comfortable,"Reviewed in the United States on March 21, 2020",4.0 out of 5 stars,Verified Purchase,Love them
1587555567-38,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,"Perfect fit, incredibly comfortable, wipes clean!","Reviewed in the United States on October 29, 2018",5.0 out of 5 stars,Verified Purchase,"I absolutely LOVE these running shoes. They are extremely light weight, feels like you are running on air yet with support. Super cute, look exactly as pictured & are true to size. I always wear a 6 and the 6 fit me perfectly. I would order these 100 times over, actually contemplating getting another pair in a different color just because these are so perfect. I’ve had them for over 2 months and they have not worn out at all. Wipes clean and doesn’t stain which is amazing!! I regularly run outside so I destroy my running shoes, these I’ve just taken a wet paper towel to and they are good as new! Sooo so happy with this purchase!"
1587555567-2418,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Good fit. Great feel,"Reviewed in the United States on April 8, 2020",5.0 out of 5 stars,Verified Purchase,So comfortable!
1587555567-3565,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Order half a size down and best for casual wear,"Reviewed in the United States on November 3, 2018",4.0 out of 5 stars,null,Shoes are very comfortable but my toes move around too much in the toe box. These are a sock type sneaker with no tongue so they are super comfy for casual wear but the laces don't tighten by the toe area.
1587555567-3259,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable and fits as expected,"Reviewed in the United States on October 22, 2018",5.0 out of 5 stars,Verified Purchase,Good product as expected from adidas. Shoes are comfortable and stylish.
1587555567-1191,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Comfortable,"Reviewed in the United States on January 3, 2020",5.0 out of 5 stars,Verified Purchase,Love them!  Got 2 pair. Only need one.
1587555567-1866,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Perfect!,"Reviewed in the United States on January 18, 2020",5.0 out of 5 stars,Verified Purchase,Love...fits perfectly and looks exactly as shown!
1587555567-1546,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,No support. Not a running shoe!,"Reviewed in the United States on January 23, 2020",1.0 out of 5 stars,Verified Purchase,These shoes are very poorly/cheaply made. Hard to believe they are Adidas. They have ZERO support. These should NOT be advertised as a running shoe. I walked around the mall and after 20 minutes it felt like I was walking barefoot.
1587555567-2529,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Feels like you’re wearing nothing!! So light!!,"Reviewed in the United States on December 25, 2019",5.0 out of 5 stars,Verified Purchase,Use it for work I’m a nurse and they’re the most comfortable shoes I’ve ever had.
1587555567-2902,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Great shoes,"Reviewed in the United States on January 6, 2020",4.0 out of 5 stars,Verified Purchase,Fit perfect and very comfortable!
1587555567-2923,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,They are what they say there are.,"Reviewed in the United States on January 15, 2020",5.0 out of 5 stars,Verified Purchase,So comfortable!
1587555567-109,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Adidas runs one size bigger. Buy one size down.,"Reviewed in the United States on December 4, 2019",4.0 out of 5 stars,Verified Purchase,"I like Adidas running shoes they are soft and comfortable. Unfortunately, I sent back my first pair in size 10 ( I am wearing size 10) because they were too big. Now I ordered one size down, size 9 and they fit. I will request a refund because they are tight and flat. I need more support for my hills. Wearing them at home for just 20 minutes gave me pain in my lower back. I gave 4 stars for quality material, but not for the fit and comfort."
1587555567-1572,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very cute!,"Reviewed in the United States on April 9, 2019",5.0 out of 5 stars,Verified Purchase,"Runs slightly big. I tried on my usual size 7.5 in store and since they don’t really “tie” I went down a half size and they fit perfect with no show thin socks. Not sure about how they are with any kind of exercise or running, haven’t had them long enough."
1587555567-3013,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Too big,"Reviewed in the United States on November 24, 2019",5.0 out of 5 stars,Verified Purchase,Comfy but buy one size smaller
1587555567-2974,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Four Stars,"Reviewed in the United States on August 7, 2018",4.0 out of 5 stars,Verified Purchase,these shoes run large
1587555567-396,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Super comfy slip on sneaker!,"Reviewed in the United States on July 24, 2019",4.0 out of 5 stars,Verified Purchase,"I love these shoes. They are super comfy, slip on and off easily and great for everyday wear to the store and chasing my toddler around. Personally they dont give me enough support for running, I love Asics for a running shoe. But I definitely recommend them for every day wear."
1587555567-1272,https://www.amazon.com/adidas-Womens-Cloudfoam-Pure-Running/product-reviews/B082JRY6M9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Very comfortable,"Reviewed in the United States on August 31, 2019",5.0 out of 5 stars,Verified Purchase,Very comfortable.  True to size
